PWVmidTim        PW
20191006/1115   15.6
20191006/1145   15.6
20191006/1215   15.8
20191006/1245   15.5
20191006/1315   15.2
20191006/1345   15.0
20191006/1415   14.6
20191006/1445   15.0
20191006/1515   15.1
20191006/1545   15.3
20191006/1615   15.4
20191006/1645   15.2
20191006/1715   15.0
20191006/1745   14.9
20191006/1815   15.1
20191006/1845   16.3
20191006/1915   17.7
20191006/1945   17.0
20191006/2015   17.3
20191006/2045   17.9
20191006/2115   17.1
20191006/2145   17.3
20191006/2215   18.4
20191006/2245   19.8
20191006/2315   20.5
20191006/2345   21.0
20191007/0015   21.3
20191007/0045   20.9
20191007/0115   21.1
20191007/0145   21.1
20191007/0215   20.8
20191007/0245   21.2
20191007/0315   20.7
20191007/0345   20.7
20191007/0415   20.8
20191007/0445   20.1
20191007/0515   18.9
20191007/0545   18.8
20191007/0615   19.0
20191007/0645   18.7
20191007/0715   18.7
20191007/0745   18.7
20191007/0815   18.8
20191007/0845   19.1
20191007/0915   19.2
20191007/0945   18.8
20191007/1015   18.2
20191007/1045   18.2
20191007/1115   18.2
20191007/1145   17.8
20191007/1215   17.9
20191007/1245   17.5
20191007/1315   17.1
20191007/1345   17.3
20191007/1415   17.6
20191007/1445   17.9
20191007/1515   17.5
20191007/1545   17.8
20191007/1615   17.8
20191007/1645   17.5
20191007/1715   17.8
20191007/1745   17.1
20191007/1815   17.6
20191007/1845   19.4
20191007/1915   21.0
20191007/1945   21.9
20191007/2015   21.8
20191007/2045   21.2
20191007/2115   20.2
20191007/2145   20.0
20191007/2215   20.6
20191007/2245   19.7
20191007/2315   18.2
20191007/2345   16.8
20191008/0015   16.4
20191008/0045   17.0
20191008/0115   17.8
20191008/0145   18.6
20191008/0215   19.2
20191008/0245   19.6
20191008/0315   20.1
20191008/0345   21.6
20191008/0415   22.0
20191008/0445   20.8
20191008/0515   20.7
20191008/0545   20.7
20191008/0615   21.2
20191008/0645   22.3
20191008/0715   21.8
20191008/0745   20.9
20191008/0815   20.7
20191008/0845   20.2
20191008/0915   20.5
20191008/0945   21.2
20191008/1015   21.9
20191008/1045   23.4
20191008/1115   23.1
20191008/1145   22.2
20191008/1215   20.8
20191008/1245   20.5
20191008/1315   21.7
20191008/1345   21.1
20191008/1415   20.2
20191008/1445   19.9
20191008/1515   19.4
20191008/1545   19.3
20191008/1615   18.9
20191008/1645   18.3
20191008/1715   18.4
20191008/1745   18.9
20191008/1815   18.8
20191008/1845   19.7
20191008/1915   20.9
20191008/1945   20.6
20191008/2015   19.8
20191008/2045   19.6
20191008/2115   19.3
20191008/2145   19.3
20191008/2215   18.8
20191008/2245   18.4
20191008/2315   18.4
20191008/2345   18.6
20191009/0015   19.4
20191009/0045   19.2
20191009/0115   19.8
20191009/0145   20.0
20191009/0215   19.6
20191009/0245   20.2
20191009/0315   21.5
20191009/0345   22.1
20191009/0415   21.6
20191009/0445   21.0
20191009/0515   20.5
20191009/0545   20.5
20191009/0615   21.0
20191009/0645   20.9
20191009/0715   21.1
20191009/0745   21.8
20191009/0815   21.8
20191009/0845   21.0
20191009/0915   20.8
20191009/0945   21.3
20191009/1015   21.5
20191009/1045   22.0
20191009/1115   21.4
20191009/1145   21.1
20191009/1215   22.3
20191009/1245   21.9
20191009/1315   21.3
20191009/1345   21.6
20191009/1415   22.0
20191009/1445   21.7
20191009/1515   21.2
20191009/1545   21.1
20191009/1615   20.5
20191009/1645   20.1
20191009/1715   20.2
20191009/1745   21.1
20191009/1815   22.0
20191009/1845   21.8
20191009/1915   21.3
20191009/1945   21.4
20191009/2015   22.4
20191009/2045   21.8
20191009/2115   22.2
20191009/2145   21.9
20191009/2215   19.1
20191009/2245   19.5
20191009/2315   18.4
20191009/2345   16.3
20191010/0015   16.6
20191010/0045   17.4
20191010/0115   16.5
20191010/0145   15.8
20191010/0215   16.6
20191010/0245   16.2
20191010/0315   16.4
20191010/0345   16.5
20191010/0415   15.6
20191010/0445   15.2
20191010/0515   15.8
20191010/0545   16.3
20191010/0615   16.1
20191010/0645   16.3
20191010/0715   16.6
20191010/0745   16.1
20191010/0815   16.2
20191010/0845   16.7
20191010/0915   16.8
20191010/0945   16.5
20191010/1015   16.6
20191010/1045   16.2
20191010/1115   15.4
20191010/1145   16.1
20191010/1215   17.3
20191010/1245   16.9
20191010/1315   16.2
20191010/1345   16.2
20191010/1415   16.2
20191010/1445   16.4
20191010/1515   16.6
20191010/1545   17.2
20191010/1615   17.4
20191010/1645   17.8
20191010/1715   18.1
20191010/1745   19.0
20191010/1815   20.1
20191010/1845   19.0
20191010/1915   18.4
20191010/1945   20.0
20191010/2015   22.0
20191010/2045   21.5
20191010/2115   21.6
20191010/2145   24.1
20191010/2215   22.6
20191010/2245   20.9
20191010/2315   20.9
20191010/2345   19.8
20191011/0015   19.0
20191011/0045   19.5
20191011/0115   19.9
20191011/0145   20.1
20191011/0215   19.7
20191011/0245   18.8
20191011/0315   18.5
20191011/0345   18.0
20191011/0415   18.1
20191011/0445   17.6
20191011/0515   17.1
20191011/0545   17.3
20191011/0615   16.3
20191011/0645   16.1
20191011/0715   16.5
20191011/0745   15.7
20191011/0815   15.3
20191011/0845   15.0
20191011/0915   14.2
20191011/0945   13.3
20191011/1015   13.0
20191011/1045   13.8
20191011/1115   14.4
20191011/1145   14.6
20191011/1215   14.0
20191011/1245   13.3
20191011/1315   12.9
20191011/1345   12.3
20191011/1415   12.6
20191011/1445   13.2
20191011/1515   13.4
20191011/1545   13.4
20191011/1615   13.2
20191011/1645   14.3
20191011/1715   15.6
20191011/1745   17.0
20191011/1815   17.3
20191011/1845   18.2
20191011/1915   19.8
20191011/1945   19.2
20191011/2015   18.4
20191011/2045   19.1
20191011/2115   20.8
20191011/2145   20.9
20191011/2215   21.9
20191011/2245   22.2
20191011/2315   19.7
20191011/2345   19.8
20191012/0015   19.2
20191012/0045   17.6
20191012/0115   17.4
20191012/0145   17.1
20191012/0215   17.5
20191012/0245   19.1
20191012/0315   18.6
20191012/0345   17.2
20191012/0415   16.7
20191012/0445   15.4
20191012/0515   14.6
20191012/0545   14.0
20191012/0615   13.7
20191012/0645   13.7
20191012/0715   13.4
20191012/0745   13.2
20191012/0815   15.5
20191012/0845   18.1
20191012/0915   17.6
20191012/0945   16.7
20191012/1015   16.5
20191012/1045   15.5
20191012/1115   14.0
20191012/1145   12.8
20191012/1215   11.9
20191012/1245   11.4
20191012/1315   11.3
20191012/1345   11.6
20191012/1415   12.4
20191012/1445   13.7
20191012/1515   14.6
20191012/1545   15.9
20191012/1615   16.3
20191012/1645   15.1
20191012/1715   15.3
20191012/1745   16.2
20191012/1815   15.4
20191012/1845   15.5
20191012/1915   16.6
20191012/1945   16.1
20191012/2015   15.0
20191012/2045   15.9
20191012/2115   16.8
20191012/2145   16.2
20191012/2215   15.8
20191012/2245   15.7
20191012/2315   16.0
20191012/2345   15.2
20191013/0015   13.8
20191013/0045   13.5
20191013/0115   14.0
20191013/0145   13.6
20191013/0215   13.3
20191013/0245   13.2
20191013/0315   13.7
20191013/0345   14.9
20191013/0415   15.1
20191013/0445   15.1
20191013/0515   15.0
20191013/0545   14.4
20191013/0615   14.1
20191013/0645   14.1
20191013/0715   15.0
20191013/0745   15.2
20191013/0815   15.9
20191013/0845   17.2
20191013/0915   17.7
20191013/0945   16.9
20191013/1015   16.8
20191013/1045   16.7
20191013/1115   16.6
20191013/1145   17.1
20191013/1215   17.2
20191013/1245   16.6
20191013/1315   16.8
20191013/1345   16.9
20191013/1415   16.7
20191013/1445   17.2
20191013/1515   17.0
20191013/1545   17.6
20191013/1615   18.2
20191013/1645   18.1
20191013/1715   18.3
20191013/1745   18.6
20191013/1815   17.7
20191013/1845   17.2
20191013/1915   18.3
20191013/1945   18.2
20191013/2015   17.5
20191013/2045   17.8
20191013/2115   18.1
20191013/2145   19.1
20191013/2215   20.1
20191013/2245   17.7
20191013/2315   16.4
20191013/2345   16.6
20191014/0015   14.6
20191014/0045   12.9
20191014/0115   12.1
20191014/0145   12.3
20191014/0215   12.4
20191014/0245   12.6
20191014/0315   13.3
20191014/0345   13.0
20191014/0415   12.0
20191014/0445   11.1
20191014/0515   10.6
20191014/0545   10.8
20191014/0615   11.0
20191014/0645   10.8
20191014/0715   10.8
20191014/0745   10.7
20191014/0815   11.6
20191014/0845   12.9
20191014/0915   13.4
20191014/0945   13.6
20191014/1015   14.2
20191014/1045   13.5
20191014/1115   12.9
20191014/1145   13.8
20191014/1215   13.5
20191014/1245   13.5
20191014/1315   13.6
20191014/1345   14.0
20191014/1415   15.7
20191014/1445   15.7
20191014/1515   14.8
20191014/1545   15.5
20191014/1615   16.4
20191014/1645   16.4
20191014/1715   16.3
20191014/1745   16.6
20191014/1815   17.1
20191014/1845   16.8
20191014/1915   16.4
20191014/1945   17.0
20191014/2015   17.0
20191014/2045   16.9
20191014/2115   16.9
20191014/2145   18.1
20191014/2215   18.2
20191014/2245   15.6
20191014/2315   14.4
20191014/2345   13.8
20191015/0015   12.3
20191015/0045   11.5
20191015/0115   12.3
20191015/0145   13.0
20191015/0215   12.9
20191015/0245   13.6
20191015/0315   15.4
20191015/0345   15.3
20191015/0415   15.3
20191015/0445   16.5
20191015/0515   17.2
20191015/0545   17.9
20191015/0615   18.1
20191015/0645   17.8
20191015/0715   17.5
20191015/0745   17.5
20191015/0815   17.6
20191015/0845   18.2
20191015/0915   19.0
20191015/0945   19.2
20191015/1015   19.8
20191015/1045   19.6
20191015/1115   18.8
20191015/1145   19.1
20191015/1215   19.7
20191015/1245   19.6
20191015/1315   19.9
20191015/1345   20.0
20191015/1415   20.2
20191015/1445   20.0
20191015/1515   20.3
20191015/1545   21.0
20191015/1615   21.3
20191015/1645   21.2
20191015/1715   21.1
20191015/1745   20.9
20191015/1815   20.5
20191015/1845   20.6
20191015/1915   21.0
20191015/1945   21.8
20191015/2015   22.1
20191015/2045   22.0
20191015/2115   21.8
20191015/2145   21.0
20191015/2215   20.3
20191015/2245   20.3
20191015/2315   20.1
20191015/2345   19.7
20191016/0015   20.0
20191016/0045   20.6
20191016/0115   20.9
20191016/0145   21.3
20191016/0215   22.1
20191016/0245   23.0
20191016/0315   24.1
20191016/0345   24.4
20191016/0415   24.6
20191016/0445   25.0
20191016/0515   25.3
20191016/0545   24.4
20191016/0615   24.2
20191016/0645   24.0
20191016/0715   23.4
20191016/0745   24.1
20191016/0815   24.1
20191016/0845   24.0
20191016/0915   24.0
20191016/0945   24.0
20191016/1015   24.6
20191016/1045   24.3
20191016/1115   24.1
20191016/1145   24.5
20191016/1215   24.5
20191016/1245   24.8
20191016/1315   24.8
20191016/1345   24.6
20191016/1415   24.7
20191016/1445   25.2
20191016/1515   25.4
20191016/1545   24.2
20191016/1615   23.1
20191016/1645   22.5
20191016/1715   22.8
20191016/1745   23.3
20191016/1815   24.1
20191016/1845   25.1
20191016/1915   24.8
20191016/1945   24.9
20191016/2015   24.9
20191016/2045   24.9
20191016/2115   25.2
20191016/2145   23.9
20191016/2215   23.0
20191016/2245   23.6
20191016/2315   22.8
20191016/2345   22.9
20191017/0015   24.1
20191017/0045   24.2
20191017/0115   24.9
20191017/0145   24.9
20191017/0215   23.9
20191017/0245   23.8
20191017/0315   23.6
20191017/0345   23.5
20191017/0415   22.2
20191017/0445   21.2
20191017/0515   21.6
20191017/0545   21.1
20191017/0615   20.8
20191017/0645   20.3
20191017/0715   20.0
20191017/0745   19.7
20191017/0815   20.0
20191017/0845   21.2
20191017/0915   21.9
20191017/0945   22.4
20191017/1015   22.9
20191017/1045   22.8
20191017/1115   22.0
20191017/1145   21.8
20191017/1215   21.2
20191017/1245   20.7
20191017/1315   21.1
20191017/1345   21.0
20191017/1415   20.9
20191017/1445   20.9
20191017/1515   21.3
20191017/1545   21.1
20191017/1615   20.8
20191017/1645   21.2
20191017/1715   22.0
20191017/1745   22.9
20191017/1815   22.8
20191017/1845   22.5
20191017/1915   22.8
20191017/1945   22.9
20191017/2015   22.1
20191017/2045   21.4
20191017/2115   21.4
20191017/2145   21.0
20191017/2215   20.0
20191017/2245   20.0
20191017/2315   20.1
20191017/2345   19.7
20191018/0015   19.3
20191018/0045   19.3
20191018/0115   19.5
20191018/0145   19.4
20191018/0215   19.8
20191018/0245   20.8
20191018/0315   20.3
20191018/0345   19.8
20191018/0415   20.1
20191018/0445   20.3
20191018/0515   20.5
20191018/0545   20.0
20191018/0615   19.7
20191018/0645   19.7
20191018/0715   19.4
20191018/0745   19.2
20191018/0815   19.5
20191018/0845   19.6
20191018/0915   18.5
20191018/0945   18.2
20191018/1015   18.9
20191018/1045   17.9
20191018/1115   17.6
20191018/1145   18.3
20191018/1215   18.4
20191018/1245   18.4
20191018/1315   18.8
20191018/1345   19.4
20191018/1415   20.1
20191018/1445   20.5
20191018/1515   21.3
20191018/1545   21.1
20191018/1615   20.4
20191018/1645   20.6
20191018/1715   21.0
20191018/1745   21.0
20191018/1815   20.8
20191018/1845   21.2
20191018/1915   21.2
20191018/1945   20.1
20191018/2015   20.1
20191018/2045   20.8
20191018/2115   20.3
20191018/2145   20.4
20191018/2215   20.9
20191018/2245   20.7
20191018/2315   21.0
20191018/2345   20.6
20191019/0015   19.5
20191019/0045   19.2
20191019/0115   19.1
20191019/0145   19.3
20191019/0215   19.8
20191019/0245   20.2
20191019/0315   19.9
20191019/0345   19.6
20191019/0415   19.8
20191019/0445   19.9
20191019/0515   19.6
20191019/0545   19.4
20191019/0615   20.0
20191019/0645   20.2
20191019/0715   19.3
20191019/0745   19.0
20191019/0815   19.6
20191019/0845   19.3
20191019/0915   18.2
20191019/0945   18.4
20191019/1015   19.1
20191019/1045   18.6
20191019/1115   18.5
20191019/1145   17.9
20191019/1215   17.8
20191019/1245   17.7
20191019/1315   17.8
20191019/1345   18.2
20191019/1415   18.0
20191019/1445   17.7
20191019/1515   18.2
20191019/1545   18.3
20191019/1615   18.0
20191019/1645   18.6
20191019/1715   19.5
20191019/1745   19.2
20191019/1815   19.1
20191019/1845   19.4
20191019/1915   19.5
20191019/1945   19.2
20191019/2015   19.4
20191019/2045   19.5
20191019/2115   18.0
20191019/2145   17.6
20191019/2215   18.2
20191019/2245   18.5
20191019/2315   18.1
20191019/2345   16.8
20191020/0015   15.4
20191020/0045   15.4
20191020/0115   16.2
20191020/0145   17.4
20191020/0215   17.7
20191020/0245   18.3
20191020/0315   17.9
20191020/0345   16.4
20191020/0415   15.9
20191020/0445   15.6
20191020/0515   14.9
20191020/0545   14.5
20191020/0615   14.5
20191020/0645   14.0
20191020/0715   13.6
20191020/0745   13.1
20191020/0815   13.4
20191020/0845   13.1
20191020/0915   13.0
20191020/0945   13.7
20191020/1015   13.5
20191020/1045   12.9
20191020/1115   13.1
20191020/1145   13.2
20191020/1215   12.7
20191020/1245   12.7
20191020/1315   12.2
20191020/1345   12.4
20191020/1415   12.5
20191020/1445   11.7
20191020/1515   12.3
20191020/1545   12.9
20191020/1615   12.7
20191020/1645   13.4
20191020/1715   14.6
20191020/1745   16.2
20191020/1815   17.2
20191020/1845   16.9
20191020/1915   17.1
20191020/1945   17.0
20191020/2015   16.2
20191020/2045   15.4
20191020/2115   14.9
20191020/2145   14.8
20191020/2215   14.6
20191020/2245   14.9
20191020/2315   17.0
20191020/2345   17.7
20191021/0015   15.9
20191021/0045   15.5
20191021/0115   14.4
20191021/0145   13.0
20191021/0215   13.0
20191021/0245   13.1
20191021/0315   12.9
20191021/0345   12.5
20191021/0415   12.6
20191021/0445   13.0
20191021/0515   13.3
20191021/0545   13.4
20191021/0615   13.2
20191021/0645   13.0
20191021/0715   13.0
20191021/0745   12.9
20191021/0815   13.0
20191021/0845   11.9
20191021/0915   11.2
20191021/0945   11.9
20191021/1015   11.1
20191021/1045   10.1
20191021/1115   10.2
20191021/1145   9.9
20191021/1215   9.4
20191021/1245   9.3
20191021/1315   9.8
20191021/1345   9.9
20191021/1415   10.2
20191021/1445   11.4
20191021/1515   12.0
20191021/1545   12.8
20191021/1615   13.4
20191021/1645   14.3
20191021/1715   15.4
20191021/1745   15.6
20191021/1815   15.5
20191021/1845   16.4
20191021/1915   17.4
20191021/1945   17.0
20191021/2015   17.3
20191021/2045   17.6
20191021/2115   15.7
20191021/2145   16.6
20191021/2215   18.6
20191021/2245   18.0
20191021/2315   16.4
20191021/2345   15.5
20191022/0015   15.7
20191022/0045   14.6
20191022/0115   13.8
20191022/0145   13.8
20191022/0215   13.0
20191022/0245   13.2
20191022/0315   12.8
20191022/0345   12.7
20191022/0415   12.9
20191022/0445   13.1
20191022/0515   12.8
20191022/0545   12.2
20191022/0615   12.8
20191022/0645   12.7
20191022/0715   11.6
20191022/0745   12.2
20191022/0815   13.0
20191022/0845   12.1
20191022/0915   12.0
20191022/0945   12.4
20191022/1015   11.7
20191022/1045   10.4
20191022/1115   10.2
20191022/1145   9.8
20191022/1215   9.4
20191022/1245   9.5
20191022/1315   9.5
20191022/1345   8.6
20191022/1415   8.8
20191022/1445   9.6
20191022/1515   10.0
20191022/1545   10.5
20191022/1615   10.9
20191022/1645   11.4
20191022/1715   12.8
20191022/1745   13.4
20191022/1815   13.5
20191022/1845   14.5
20191022/1915   15.4
20191022/1945   16.2
20191022/2015   15.8
20191022/2045   15.9
20191022/2115   15.7
20191022/2145   15.1
20191022/2215   15.0
20191022/2245   13.0
20191022/2315   12.3
20191022/2345   13.6
20191023/0015   14.1
20191023/0045   15.4
20191023/0115   16.6
20191023/0145   16.9
20191023/0215   17.0
20191023/0245   16.7
20191023/0315   16.7
20191023/0345   17.1
20191023/0415   16.9
20191023/0445   17.9
20191023/0515   18.9
20191023/0545   18.3
20191023/0615   17.9
20191023/0645   18.5
20191023/0715   18.3
20191023/0745   18.2
20191023/0815   17.7
20191023/0845   15.5
20191023/0915   14.3
20191023/0945   14.7
20191023/1015   16.0
20191023/1045   16.7
20191023/1115   16.5
20191023/1145   16.6
20191023/1215   16.8
20191023/1245   16.8
20191023/1315   17.6
20191023/1345   18.0
20191023/1415   18.0
20191023/1445   18.3
20191023/1515   18.3
20191023/1545   18.4
20191023/1615   18.3
20191023/1645   19.1
20191023/1715   19.2
20191023/1745   19.5
20191023/1815   20.6
20191023/1845   20.8
20191023/1915   20.8
20191023/1945   21.4
20191023/2015   21.9
20191023/2045   21.8
20191023/2115   22.5
20191023/2145   23.0
20191023/2215   22.5
20191023/2245   21.7
20191023/2315   19.8
20191023/2345   18.7
20191024/0015   19.6
20191024/0045   19.9
20191024/0115   19.8
20191024/0145   20.1
20191024/0215   20.2
20191024/0245   20.2
20191024/0315   20.1
20191024/0345   20.0
20191024/0415   19.9
20191024/0445   19.7
20191024/0515   19.6
20191024/0545   19.6
20191024/0615   19.8
20191024/0645   19.8
20191024/0715   19.9
20191024/0745   19.9
20191024/0815   19.3
20191024/0845   19.1
20191024/0915   19.7
20191024/0945   19.7
20191024/1015   19.2
20191024/1045   19.4
20191024/1115   20.4
20191024/1145   20.6
20191024/1215   19.6
20191024/1245   19.4
20191024/1315   19.4
20191024/1345   19.2
20191024/1415   19.0
20191024/1445   18.9
20191024/1515   18.9
20191024/1545   19.0
20191024/1615   19.0
20191024/1645   19.8
20191024/1715   20.5
20191024/1745   20.8
20191024/1815   21.4
20191024/1845   21.8
20191024/1915   23.0
20191024/1945   23.9
20191024/2015   23.4
20191024/2045   21.7
20191024/2115   20.9
20191024/2145   20.9
20191024/2215   19.9
20191024/2245   20.0
20191024/2315   20.3
20191024/2345   20.2
20191025/0015   19.7
20191025/0045   19.8
20191025/0115   19.5
20191025/0145   19.1
20191025/0215   19.5
20191025/0245   19.5
20191025/0315   19.2
20191025/0345   18.8
20191025/0415   18.3
20191025/0445   18.7
20191025/0515   18.4
20191025/0545   17.6
20191025/0615   17.8
20191025/0645   18.4
20191025/0715   19.4
20191025/0745   19.6
20191025/0815   19.4
20191025/0845   19.1
20191025/0915   18.9
20191025/0945   19.3
20191025/1015   19.0
20191025/1045   18.8
20191025/1115   19.2
20191025/1145   19.2
20191025/1215   19.4
20191025/1245   19.6
20191025/1315   19.3
20191025/1345   18.8
20191025/1415   18.9
20191025/1445   18.8
20191025/1515   18.9
20191025/1545   19.5
20191025/1615   20.3
20191025/1645   20.4
20191025/1715   20.7
20191025/1745   21.1
20191025/1815   22.1
20191025/1845   23.0
20191025/1915   22.8
20191025/1945   21.8
20191025/2015   21.8
20191025/2045   22.6
20191025/2115   22.9
20191025/2145   22.4
20191025/2215   22.7
20191025/2245   21.7
20191025/2315   21.2
20191025/2345   23.3
20191026/0015   23.0
20191026/0045   22.6
20191026/0115   23.4
20191026/0145   22.1
20191026/0215   22.0
20191026/0245   22.4
20191026/0315   21.9
20191026/0345   22.1
20191026/0415   22.0
20191026/0445   22.1
20191026/0515   21.8
20191026/0545   21.9
20191026/0615   22.6
20191026/0645   22.2
20191026/0715   21.9
20191026/0745   21.6
20191026/0815   21.4
20191026/0845   21.2
20191026/0915   20.9
20191026/0945   21.1
20191026/1015   20.9
20191026/1045   21.2
20191026/1115   21.6
20191026/1145   21.2
20191026/1215   21.1
20191026/1245   21.1
20191026/1315   20.8
20191026/1345   20.6
20191026/1415   20.0
20191026/1445   19.8
20191026/1515   20.1
20191026/1545   19.8
20191026/1615   19.9
20191026/1645   20.6
20191026/1715   21.1
20191026/1745   21.5
20191026/1815   22.7
20191026/1845   22.9
20191026/1915   22.6
20191026/1945   23.0
20191026/2015   23.1
20191026/2045   22.6
20191026/2115   22.5
20191026/2145   22.0
20191026/2215   21.0
20191026/2245   21.0
20191026/2315   20.9
20191026/2345   21.0
20191027/0015   21.1
20191027/0045   21.0
20191027/0115   21.1
20191027/0145   21.1
20191027/0215   21.2
20191027/0245   21.5
20191027/0315   21.6
20191027/0345   21.2
20191027/0415   20.7
20191027/0445   20.2
20191027/0515   20.2
20191027/0545   20.6
20191027/0615   20.4
20191027/0645   20.1
20191027/0715   20.2
20191027/0745   20.2
20191027/0815   19.7
20191027/0845   18.9
20191027/0915   19.3
20191027/0945   19.6
20191027/1015   18.7
20191027/1045   18.8
20191027/1115   19.2
20191027/1145   18.9
20191027/1215   18.8
20191027/1245   19.3
20191027/1315   19.5
20191027/1345   19.8
20191027/1415   19.5
20191027/1445   19.3
20191027/1515   19.6
20191027/1545   19.1
20191027/1615   18.9
20191027/1645   19.9
20191027/1715   20.3
20191027/1745   20.1
20191027/1815   20.5
20191027/1845   21.1
20191027/1915   21.1
20191027/1945   21.0
20191027/2015   21.8
20191027/2045   22.7
20191027/2115   22.3
20191027/2145   21.5
20191027/2215   21.3
20191027/2245   20.6
20191027/2315   20.6
20191027/2345   20.4
20191028/0015   19.6
20191028/0045   19.8
20191028/0115   20.1
20191028/0145   19.8
20191028/0215   20.2
20191028/0245   20.6
20191028/0315   20.5
20191028/0345   20.3
20191028/0415   20.2
20191028/0445   19.6
20191028/0515   18.8
20191028/0545   18.7
20191028/0615   19.1
20191028/0645   19.5
20191028/0715   19.0
20191028/0745   18.3
20191028/0815   18.0
20191028/0845   17.8
20191028/0915   18.5
20191028/0945   18.3
20191028/1015   17.8
20191028/1045   18.3
20191028/1115   17.9
20191028/1145   18.0
20191028/1215   18.6
20191028/1245   18.3
20191028/1315   18.2
20191028/1345   18.6
20191028/1415   18.7
20191028/1445   18.7
20191028/1515   18.4
20191028/1545   17.9
20191028/1615   18.1
20191028/1645   18.2
20191028/1715   18.0
20191028/1745   18.2
20191028/1815   19.0
20191028/1845   19.3
20191028/1915   19.4
20191028/1945   19.6
20191028/2015   20.4
20191028/2045   21.8
20191028/2115   21.7
20191028/2145   21.3
20191028/2215   21.6
20191028/2245   20.6
20191028/2315   20.7
20191028/2345   21.4
20191029/0015   20.6
20191029/0045   20.4
20191029/0115   20.2
20191029/0145   19.3
20191029/0215   18.7
20191029/0245   18.6
20191029/0315   18.6
20191029/0345   18.3
20191029/0415   18.3
20191029/0445   17.8
20191029/0515   18.1
20191029/0545   18.3
20191029/0615   17.7
20191029/0645   18.3
20191029/0715   18.3
20191029/0745   18.1
20191029/0815   18.1
20191029/0845   17.5
20191029/0915   17.9
20191029/0945   17.8
20191029/1015   17.0
20191029/1045   17.3
20191029/1115   17.5
20191029/1145   17.3
20191029/1215   17.1
20191029/1245   16.7
20191029/1315   16.6
20191029/1345   16.6
20191029/1415   16.2
20191029/1445   16.4
20191029/1515   17.0
20191029/1545   17.1
20191029/1615   17.7
20191029/1645   17.9
20191029/1715   17.7
20191029/1745   18.2
20191029/1815   18.9
20191029/1845   19.2
20191029/1915   18.6
20191029/1945   19.3
20191029/2015   20.0
20191029/2045   20.3
20191029/2115   21.2
20191029/2145   20.7
20191029/2215   20.9
20191029/2245   21.2
20191029/2315   20.0
20191029/2345   19.2
20191030/0015   19.6
20191030/0045   19.4
20191030/0115   19.4
20191030/0145   20.2
20191030/0215   20.1
20191030/0245   19.6
20191030/0315   19.6
20191030/0345   19.2
20191030/0415   19.1
20191030/0445   19.4
20191030/0515   18.9
20191030/0545   18.6
20191030/0615   19.3
20191030/0645   19.2
20191030/0715   18.6
20191030/0745   18.7
20191030/0815   18.3
20191030/0845   18.1
20191030/0915   18.4
20191030/0945   18.1
20191030/1015   17.7
20191030/1045   18.0
20191030/1115   17.3
20191030/1145   17.4
20191030/1215   18.0
20191030/1245   17.8
20191030/1315   18.0
20191030/1345   17.9
20191030/1415   18.4
20191030/1445   18.8
20191030/1515   19.1
20191030/1545   19.4
20191030/1615   20.3
20191030/1645   20.8
20191030/1715   20.0
20191030/1745   20.4
20191030/1815   21.2
20191030/1845   20.6
20191030/1915   20.4
20191030/1945   20.6
20191030/2015   21.6
20191030/2045   22.7
20191030/2115   22.3
20191030/2145   20.7
20191030/2215   20.0
20191030/2245   21.0
20191030/2315   20.7
20191030/2345   20.1
20191031/0015   20.3
20191031/0045   19.8
20191031/0115   20.2
20191031/0145   20.8
20191031/0215   20.6
20191031/0245   20.6
20191031/0315   20.7
20191031/0345   20.5
20191031/0415   20.8
20191031/0445   21.2
20191031/0515   20.7
20191031/0545   20.3
20191031/0615   19.6
20191031/0645   19.7
20191031/0715   18.8
20191031/0745   17.5
20191031/0815   16.8
20191031/0845   15.9
20191031/0915   16.4
20191031/0945   15.8
20191031/1015   14.7
20191031/1045   15.0
20191031/1115   15.0
20191031/1145   15.2
20191031/1215   15.6
20191031/1245   15.7
20191031/1315   16.0
20191031/1345   15.8
20191031/1415   16.3
20191031/1445   16.7
20191031/1515   16.6
20191031/1545   17.1
20191031/1615   17.6
20191031/1645   17.8
20191031/1715   17.5
20191031/1745   17.3
20191031/1815   17.4
20191031/1845   17.1
20191031/1915   16.5
20191031/1945   16.7
20191031/2015   17.1
20191031/2045   17.2
20191031/2115   18.0
20191031/2145   18.7
20191031/2215   18.7
20191031/2245   18.5
20191031/2315   17.5
20191031/2345   16.6
20191101/0015   16.7
20191101/0045   16.3
20191101/0115   16.0
20191101/0145   16.4
20191101/0215   16.4
20191101/0245   16.0
20191101/0315   15.8
20191101/0345   15.8
20191101/0415   16.2
20191101/0445   16.4
20191101/0515   16.6
20191101/0545   16.2
20191101/0615   15.9
20191101/0645   16.2
20191101/0715   16.0
20191101/0745   15.6
20191101/0815   15.0
20191101/0845   14.3
20191101/0915   13.6
20191101/0945   13.3
20191101/1015   13.7
20191101/1045   13.6
20191101/1115   12.9
20191101/1145   12.3
20191101/1215   11.8
20191101/1245   12.0
20191101/1315   12.4
20191101/1345   11.8
20191101/1415   11.7
20191101/1445   11.6
20191101/1515   11.3
20191101/1545   12.1
20191101/1615   13.0
20191101/1645   14.1
20191101/1715   14.8
20191101/1745   15.0
20191101/1815   14.6
20191101/1845   13.7
20191101/1915   14.5
20191101/1945   15.4
20191101/2015   15.5
20191101/2045   15.7
20191101/2115   15.9
20191101/2145   16.3
20191101/2215   16.5
